-0.184,-1.523,-0.005,0.092,0.096,1.0
0.169,0.223,0.059,1.298,0.354,5.0
0.286,0.332,0.073,0.971,0.181,10.0
0.002,-0.381,0.038,0.124,0.068,9.0
0.003,0.004,0.022,0.392,0.152,11.0
0.079,0.158,0.043,1.058,0.323,6.0
0.171,0.174,0.062,0.981,0.108,11.0
0.049,0.289,0.044,0.853,0.393,4.0
0.266,0.338,0.063,1.355,0.265,5.0
0.315,0.332,0.076,1.031,0.165,6.0
0.258,0.704,0.073,5.674,0.497,12.0
0.202,0.46,0.064,3.685,0.682,4.0
0.081,0.253,0.045,2.438,0.465,6.0
0.478,0.624,0.087,3.022,0.344,10.0
-0.007,0.158,0.025,3.473,0.488,4.0
0.135,0.363,0.055,2.951,0.448,1.0
-0.003,0.147,0.036,0.752,0.328,3.0
0.418,0.415,0.086,0.978,0.186,3.0
-0.041,-0.158,0.023,0.551,0.129,4.0
0.359,0.142,0.086,0.261,0.134,8.0
0.267,0.463,0.065,2.795,0.343,6.0
0.048,0.02,0.036,0.173,0.104,1.0
0.143,0.335,0.054,2.132,0.529,5.0
0.068,0.247,0.04,1.494,0.31,12.0
-0.05,-0.023,0.029,0.568,0.139,9.0
0.093,-0.037,0.045,0.209,0.08,3.0
0.24,0.4,0.064,3.258,0.563,5.0
0.488,0.815,0.107,14.876,1.068,4.0
0.377,0.562,0.073,6.855,0.585,1.0
0.048,0.045,0.041,0.77,0.224,12.0
0.193,0.224,0.054,1.391,0.223,6.0
0.133,0.35,0.055,2.0,0.329,12.0
0.209,0.057,0.069,0.339,0.121,8.0
-0.701,-0.6,-0.202,1.109,0.345,11.0
0.197,0.245,0.058,1.33,0.232,5.0
-0.061,-0.549,0.012,0.142,0.104,3.0
0.305,0.519,0.073,4.702,0.609,4.0
0.283,0.312,0.068,0.793,0.225,4.0
0.213,0.282,0.062,1.24,0.221,10.0
0.356,0.638,0.079,9.42,1.028,11.0
0.033,-0.286,0.056,0.112,0.069,5.0
0.025,0.135,0.037,1.394,0.312,6.0
0.056,0.122,0.056,0.625,0.156,2.0
0.169,0.328,0.054,1.809,0.278,8.0
0.084,0.464,0.059,5.251,0.279,3.0
0.179,0.434,0.064,3.292,0.361,3.0
0.061,0.137,0.046,0.687,0.189,7.0
0.113,0.174,0.043,1.223,0.255,7.0
0.337,0.618,0.076,6.741,0.654,7.0
0.168,0.098,0.067,0.413,0.098,3.0
0.226,0.219,0.069,0.43,0.115,5.0
0.223,0.18,0.066,0.729,0.202,2.0
-0.048,-0.185,0.02,0.233,0.1,5.0
-0.032,0.232,0.034,5.783,0.692,2.0
0.278,0.354,0.07,1.667,0.284,8.0
-0.076,-0.057,0.024,0.569,0.125,12.0
0.065,0.086,0.045,1.357,0.22,6.0
0.016,0.164,0.034,1.498,0.43,5.0
-0.087,-0.25,0.009,0.702,0.183,9.0
0.398,0.575,0.091,6.054,0.646,2.0
-0.03,-0.11,0.023,0.444,0.188,5.0
-0.005,-0.024,0.031,0.27,0.154,6.0
0.212,0.124,0.062,0.373,0.11,10.0
0.092,0.061,0.048,0.407,0.129,1.0
0.21,0.209,0.066,0.765,0.175,6.0
0.129,0.136,0.051,0.689,0.178,2.0
0.162,0.407,0.067,2.274,0.41,3.0
0.332,0.372,0.076,0.729,0.14,12.0
0.011,-0.094,0.026,0.707,0.175,9.0
0.095,0.118,0.054,0.508,0.169,4.0
-0.119,-0.51,-0.0,0.366,0.193,6.0
-0.014,-0.038,0.039,0.462,0.25,4.0
0.085,0.13,0.046,0.42,0.148,10.0
0.035,0.187,0.038,2.187,0.445,5.0
0.06,-0.028,0.042,0.278,0.121,3.0
0.214,0.391,0.048,3.948,0.446,8.0
-0.029,-0.052,0.03,0.626,0.248,4.0
0.149,0.29,0.054,2.003,0.211,1.0
-0.018,-0.027,0.014,0.561,0.22,1.0
0.536,0.863,0.107,4.549,0.583,5.0
0.202,0.3,0.061,2.069,0.259,6.0
0.14,0.321,0.052,2.417,0.462,5.0
-0.078,0.037,0.012,1.798,0.342,2.0
0.132,0.147,0.049,0.844,0.25,3.0
0.24,0.259,0.063,1.185,0.173,8.0
0.019,0.119,0.04,1.311,0.293,9.0
0.142,0.308,0.056,1.516,0.333,5.0
-0.001,0.071,0.026,0.811,0.286,5.0
0.291,0.376,0.068,1.902,0.308,9.0
0.053,0.318,0.04,2.996,0.482,12.0
-0.014,-0.089,0.039,0.271,0.104,7.0
-0.427,-1.914,-0.025,0.038,0.067,5.0
0.07,0.069,0.044,0.383,0.113,7.0
-0.079,-0.637,0.02,0.158,0.084,8.0
0.53,0.548,0.103,1.117,0.132,10.0
0.463,0.711,0.084,13.845,1.095,4.0
0.247,0.273,0.063,1.077,0.208,2.0
0.091,0.252,0.053,1.883,0.306,11.0
0.188,0.327,0.052,2.879,0.339,6.0
0.252,0.235,0.055,0.888,0.227,6.0
-0.003,0.083,0.04,0.354,0.133,10.0
-0.096,-0.097,0.001,1.032,0.251,4.0
-0.059,0.004,0.018,0.785,0.231,7.0
0.143,0.036,0.058,0.16,0.073,5.0
0.053,0.207,0.043,2.021,0.406,12.0
0.333,0.506,0.078,3.243,0.477,12.0
0.274,0.273,0.065,0.852,0.226,4.0
0.174,0.228,0.057,1.39,0.247,10.0
0.103,0.184,0.056,0.862,0.215,4.0
0.325,0.416,0.082,1.676,0.446,10.0
0.274,0.561,0.074,4.812,0.603,1.0
0.143,0.297,0.047,2.471,0.693,7.0
0.137,0.345,0.056,1.976,0.315,8.0
0.166,0.253,0.055,1.946,0.291,11.0
0.387,0.368,0.083,0.499,0.116,5.0
0.069,0.135,0.056,1.188,0.249,7.0
0.296,0.395,0.069,1.99,0.394,4.0
0.058,0.132,0.042,0.358,0.103,3.0
-0.001,0.127,0.029,1.218,0.257,1.0
0.347,0.518,0.076,4.024,0.442,9.0
0.127,0.217,0.055,0.895,0.181,12.0
0.091,0.112,0.047,0.815,0.183,10.0
0.034,0.113,0.038,0.875,0.217,10.0
0.16,0.32,0.05,1.802,0.317,10.0
0.19,0.361,0.058,2.771,0.507,1.0
-0.079,0.05,0.012,0.994,0.243,9.0
0.174,0.266,0.054,1.665,0.501,7.0
0.077,0.071,0.047,0.651,0.184,12.0
0.59,0.82,0.116,5.383,0.506,6.0
0.399,0.614,0.105,4.206,0.56,6.0
0.138,0.312,0.051,3.563,0.612,8.0
0.329,0.412,0.075,3.244,0.515,3.0
0.022,0.05,0.038,0.545,0.19,9.0
0.07,0.164,0.045,1.157,0.338,9.0
0.066,0.041,0.046,0.324,0.089,7.0
0.516,0.576,0.106,2.121,0.307,8.0
0.095,0.242,0.048,0.96,0.261,11.0
-0.135,-1.8,-0.0,0.076,0.071,2.0
0.528,0.506,0.112,0.953,0.153,8.0
0.021,0.096,0.037,0.9,0.274,7.0
0.02,0.126,0.038,1.128,0.309,10.0
0.264,0.235,0.059,0.529,0.141,1.0
0.55,0.684,0.11,7.282,0.565,3.0
0.079,0.236,0.041,1.268,0.309,12.0
0.247,0.493,0.061,4.645,0.794,6.0
0.238,0.401,0.073,3.836,0.466,2.0
0.307,0.743,0.088,6.622,0.286,4.0
0.088,0.019,0.024,0.497,0.182,4.0
-0.012,-0.022,0.024,0.474,0.209,2.0
0.115,0.025,0.047,0.461,0.188,11.0
0.191,0.512,0.065,4.788,0.624,10.0
-0.07,-0.389,0.024,0.126,0.105,5.0
0.21,0.456,0.056,2.843,0.566,3.0
-0.006,0.072,0.036,0.529,0.113,1.0
0.096,0.207,0.047,1.289,0.269,5.0
0.023,-0.033,0.025,0.623,0.204,12.0
0.307,0.642,0.061,8.936,0.892,1.0
0.291,0.532,0.064,4.282,0.405,6.0
0.388,0.517,0.087,1.55,0.215,6.0
0.291,0.3,0.072,0.959,0.155,6.0
0.249,0.278,0.062,0.884,0.18,3.0
0.094,0.133,0.049,0.973,0.255,4.0
0.122,0.338,0.045,3.395,0.768,5.0
0.388,0.498,0.088,2.243,0.364,8.0
0.394,0.698,0.081,4.12,0.289,7.0
0.099,0.192,0.049,0.809,0.175,12.0
-0.055,0.017,0.02,1.005,0.394,3.0
0.203,0.362,0.057,2.59,0.438,7.0
0.155,0.243,0.056,1.331,0.384,2.0
0.18,0.197,0.058,0.896,0.233,3.0
0.021,0.097,0.031,1.164,0.353,3.0
0.053,0.059,0.038,0.501,0.146,6.0
0.039,0.267,0.043,2.392,0.511,7.0
-0.058,0.017,0.026,0.334,0.099,4.0
0.072,0.102,0.045,0.504,0.114,7.0
0.111,0.181,0.043,1.15,0.283,6.0
0.067,0.273,0.043,2.309,0.313,2.0
0.139,0.312,0.054,1.576,0.25,12.0
0.015,0.141,0.036,1.807,0.454,8.0
0.095,0.153,0.049,1.073,0.248,10.0
-0.091,-0.241,0.008,0.564,0.227,3.0
0.31,0.446,0.075,2.744,0.51,12.0
0.083,0.083,0.045,0.352,0.121,6.0
0.356,0.377,0.069,1.128,0.305,6.0
0.169,0.3,0.052,1.45,0.326,3.0
0.309,0.474,0.077,2.338,0.325,3.0
0.116,0.319,0.058,1.66,0.328,1.0
-0.004,-0.039,0.029,0.298,0.126,8.0
0.06,0.086,0.041,0.646,0.291,3.0
0.152,0.42,0.054,4.549,0.419,1.0
0.084,0.198,0.045,1.16,0.303,4.0
-0.006,-0.144,0.048,0.104,0.088,5.0
0.077,0.1,0.048,0.493,0.185,1.0
0.007,-0.216,0.036,0.28,0.088,11.0
0.295,0.346,0.07,0.981,0.247,7.0
0.268,0.315,0.058,2.057,0.308,6.0
0.137,0.395,0.051,3.217,0.517,11.0
0.47,0.752,0.07,11.596,1.12,8.0
0.358,0.786,0.089,8.461,0.713,11.0
0.006,0.148,0.039,2.16,0.402,2.0
0.004,-0.241,0.032,0.206,0.104,1.0
-0.529,-1.857,-0.101,0.155,0.107,8.0
0.054,0.112,0.06,0.45,0.184,3.0
-0.005,0.126,0.031,1.29,0.402,12.0
0.005,0.064,0.038,0.544,0.159,10.0
0.123,0.139,0.057,0.572,0.222,6.0
0.208,0.169,0.051,0.939,0.23,8.0
0.101,0.173,0.05,0.686,0.171,9.0
0.122,-0.146,0.075,0.072,0.065,11.0
0.143,0.31,0.055,2.202,0.316,3.0
0.048,0.195,0.045,1.939,0.295,7.0
0.088,0.252,0.048,1.466,0.255,10.0
0.057,0.028,0.049,0.343,0.115,6.0
0.455,0.477,0.09,0.675,0.181,9.0
0.356,0.705,0.067,6.209,0.684,8.0
-0.096,-0.329,0.005,0.384,0.153,1.0
0.263,0.455,0.061,2.399,0.431,6.0
0.192,0.285,0.063,1.603,0.247,12.0
0.017,0.066,0.034,1.096,0.25,6.0
-0.035,0.031,0.015,1.137,0.247,7.0
0.019,0.026,0.041,0.232,0.108,3.0
0.018,0.642,0.016,13.559,1.074,5.0
0.053,0.111,0.044,0.924,0.196,8.0
0.084,0.199,0.05,0.765,0.123,1.0
0.22,0.589,0.074,1.931,0.329,5.0
0.23,0.284,0.064,0.484,0.146,11.0
0.206,0.458,0.067,2.667,0.376,5.0
0.251,0.283,0.063,0.94,0.28,5.0
-0.06,-0.127,0.025,0.473,0.165,2.0
0.014,0.011,0.037,0.352,0.158,6.0
0.254,0.263,0.067,0.641,0.082,5.0
0.258,0.443,0.062,2.533,0.314,1.0
0.101,0.561,0.049,7.204,0.876,9.0
0.145,0.235,0.057,2.632,0.3,7.0
0.028,0.157,0.038,0.947,0.29,10.0
0.198,0.224,0.06,1.367,0.205,5.0
-0.103,-0.388,0.004,0.408,0.141,7.0
0.119,0.322,0.045,4.369,0.568,6.0
-0.087,-0.027,0.007,0.634,0.163,12.0
-0.011,0.119,0.03,1.059,0.176,1.0
0.304,0.428,0.07,2.259,0.374,10.0
0.148,0.244,0.053,1.225,0.487,11.0
0.35,0.566,0.091,2.088,0.26,8.0
0.289,0.369,0.074,0.868,0.156,8.0
0.162,0.204,0.048,1.116,0.286,7.0
0.157,0.329,0.057,1.998,0.281,5.0
0.041,-0.055,0.042,0.342,0.104,2.0
0.022,0.184,0.037,1.518,0.235,11.0
0.022,0.075,0.035,0.674,0.193,8.0
0.121,0.413,0.057,3.647,0.466,12.0
0.026,0.087,0.036,1.087,0.25,9.0
0.221,0.377,0.061,1.327,0.329,6.0
0.177,0.421,0.061,3.277,0.477,8.0
0.025,0.064,0.042,0.621,0.18,12.0
0.282,0.48,0.071,3.693,0.633,9.0
0.224,0.167,0.063,0.515,0.142,10.0
-0.016,-0.099,0.03,0.602,0.144,9.0
0.281,0.495,0.066,2.334,0.34,6.0
0.441,0.517,0.083,1.644,0.236,8.0
0.16,0.264,0.056,1.815,0.26,1.0
0.039,0.104,0.034,0.79,0.201,3.0
0.137,0.341,0.052,2.143,0.275,11.0
0.402,0.584,0.075,4.335,0.452,4.0
0.085,0.257,0.046,0.929,0.178,3.0
0.361,0.273,0.069,0.791,0.16,2.0
0.176,0.36,0.06,0.918,0.192,6.0
0.206,0.225,0.058,1.104,0.196,4.0
0.042,0.126,0.032,0.765,0.177,5.0
0.326,0.337,0.078,1.727,0.255,7.0
-0.025,0.042,0.019,0.742,0.268,12.0
0.13,0.301,0.05,0.942,0.317,5.0
0.243,0.373,0.068,2.002,0.287,1.0
0.24,0.365,0.068,1.559,0.343,2.0
0.108,0.228,0.053,1.668,0.303,4.0
-0.037,0.004,0.023,0.663,0.203,5.0
0.097,0.2,0.054,0.421,0.189,10.0
0.254,0.265,0.063,0.67,0.184,5.0
0.373,0.456,0.084,1.615,0.249,2.0
0.128,0.108,0.056,0.366,0.1,2.0
-0.011,0.324,0.024,1.88,0.273,11.0
-0.035,-0.134,0.026,0.241,0.138,9.0
0.054,0.266,0.047,1.448,0.281,7.0
0.511,0.869,0.106,8.538,0.732,2.0
0.084,0.173,0.045,0.598,0.211,7.0
0.109,0.237,0.055,1.8,0.319,7.0
0.085,0.21,0.054,0.574,0.131,6.0
0.027,0.055,0.038,0.746,0.263,9.0
-0.017,0.049,0.026,0.225,0.1,9.0
0.111,0.198,0.043,1.386,0.223,12.0
0.389,0.511,0.086,2.593,0.344,7.0
-0.001,0.024,0.028,0.638,0.152,1.0
0.2,0.406,0.063,2.179,0.354,6.0
0.052,0.101,0.03,0.598,0.195,11.0
0.047,0.156,0.043,0.916,0.341,4.0
0.159,0.487,0.058,4.903,0.942,12.0
0.132,0.356,0.05,2.447,0.354,10.0
-0.024,0.111,0.024,1.236,0.302,10.0
-0.115,-0.352,-0.003,0.412,0.111,12.0
0.244,0.247,0.076,0.746,0.135,1.0
0.605,0.52,0.125,0.348,0.096,3.0
0.051,0.107,0.036,0.608,0.228,1.0
0.264,0.473,0.07,1.888,0.492,8.0
-0.09,-0.887,0.016,0.333,0.146,1.0
0.293,0.462,0.075,5.326,0.664,6.0
0.008,0.049,0.037,0.479,0.193,3.0
0.282,0.202,0.071,0.655,0.173,1.0
0.15,0.207,0.056,0.942,0.276,5.0
0.209,0.268,0.061,0.892,0.269,9.0
0.174,0.089,0.064,0.589,0.213,8.0
0.02,0.023,0.037,0.409,0.165,12.0
0.283,0.715,0.069,9.612,1.066,11.0
0.233,0.096,0.072,0.218,0.099,5.0
0.098,0.344,0.046,6.426,0.495,5.0
0.129,0.178,0.05,1.027,0.215,1.0
0.155,0.278,0.059,1.222,0.258,5.0
0.259,0.414,0.06,1.755,0.247,2.0
0.188,0.386,0.059,2.33,0.37,8.0
0.055,0.083,0.042,0.375,0.143,10.0
0.226,0.387,0.065,1.74,0.337,10.0
0.11,0.108,0.048,0.649,0.213,4.0
0.164,0.366,0.059,2.318,0.375,8.0
0.049,0.061,0.04,0.525,0.2,3.0
0.036,0.15,0.046,1.64,0.309,12.0
0.203,0.39,0.062,3.082,0.572,9.0
0.328,0.347,0.073,1.201,0.215,10.0
-0.053,-0.162,0.02,0.428,0.195,9.0
-0.008,-0.145,0.029,0.288,0.157,12.0
0.272,0.316,0.078,2.162,0.354,3.0
0.173,0.405,0.043,4.899,0.475,3.0
0.28,0.357,0.066,1.809,0.297,7.0
-0.018,-0.034,0.033,0.378,0.158,5.0
0.199,0.233,0.06,0.924,0.193,4.0
0.287,0.344,0.071,0.974,0.261,2.0
0.09,0.086,0.049,0.505,0.151,10.0
0.686,1.248,0.174,19.856,0.509,2.0
0.058,0.169,0.047,0.84,0.213,2.0
0.304,0.388,0.074,2.805,0.448,5.0
0.031,0.331,0.05,3.057,0.577,2.0
0.626,0.83,0.126,2.368,0.273,8.0
-0.049,-0.482,0.029,0.213,0.108,5.0
0.577,0.548,0.124,1.245,0.38,9.0
0.091,0.056,0.053,0.378,0.128,11.0
0.203,0.408,0.042,1.798,0.425,2.0
-0.058,0.131,0.007,1.733,0.336,6.0
0.052,0.24,0.043,1.455,0.355,10.0
0.567,0.838,0.117,9.431,1.077,8.0
-0.01,-0.078,0.032,0.307,0.105,9.0
0.025,-0.007,0.04,0.124,0.078,6.0
0.504,0.582,0.104,1.861,0.325,1.0
0.014,0.097,0.036,0.847,0.196,4.0
0.082,-0.044,0.057,0.185,0.092,3.0
0.333,0.298,0.083,1.586,0.329,6.0
0.262,0.412,0.065,2.807,0.416,6.0
0.687,0.83,0.153,2.392,0.312,12.0
-0.052,-1.31,0.008,0.066,0.069,12.0
0.397,0.623,0.087,4.665,0.372,7.0
-0.019,0.044,0.026,0.625,0.35,10.0
-0.013,-0.102,0.023,0.483,0.186,9.0
0.098,0.163,0.049,0.953,0.205,12.0
-0.071,-0.567,0.006,0.075,0.088,11.0
0.105,0.521,0.049,8.43,0.476,10.0
0.112,0.206,0.049,0.819,0.289,5.0
0.157,0.131,0.05,1.002,0.384,5.0
0.365,0.645,0.085,5.469,0.304,4.0
0.134,0.183,0.051,1.27,0.34,5.0
0.031,-0.097,0.037,0.476,0.173,5.0
0.064,0.24,0.045,2.258,0.351,12.0
0.125,0.174,0.053,0.725,0.153,5.0
0.022,0.245,0.038,1.643,0.409,3.0
0.404,0.548,0.085,1.497,0.312,10.0
0.115,0.363,0.06,2.851,0.386,4.0
0.273,0.231,0.067,0.591,0.147,9.0
0.223,0.283,0.066,1.487,0.246,4.0
0.436,0.644,0.089,4.146,0.384,4.0
0.307,0.461,0.079,1.842,0.284,2.0
0.61,0.694,0.122,5.409,0.359,3.0
0.146,0.182,0.053,0.902,0.188,2.0
0.117,0.443,0.053,4.463,0.697,4.0
-0.005,-0.085,0.032,0.319,0.13,1.0
0.227,0.219,0.064,0.77,0.216,6.0
-0.043,0.098,0.026,2.965,0.484,2.0
0.111,0.193,0.039,0.804,0.267,8.0
0.056,0.086,0.049,0.545,0.138,8.0
0.12,0.265,0.044,1.792,0.374,10.0
0.13,0.216,0.049,1.406,0.45,2.0
0.098,0.216,0.047,1.167,0.252,5.0
0.371,0.636,0.093,4.552,0.348,11.0
-0.064,-0.077,0.008,1.099,0.246,12.0
0.188,0.16,0.057,0.353,0.114,1.0
-0.029,-0.046,0.031,0.513,0.168,10.0
-0.078,-0.042,0.011,0.262,0.167,7.0
0.275,0.394,0.08,1.274,0.188,2.0
0.052,0.289,0.048,1.979,0.287,4.0
0.121,0.201,0.047,1.101,0.183,2.0
0.061,0.089,0.041,0.521,0.139,11.0
0.256,0.453,0.064,3.8,0.49,3.0
-0.031,0.267,0.026,6.332,0.95,11.0
0.191,0.43,0.063,3.351,0.531,3.0
0.235,0.419,0.064,2.338,0.359,2.0
0.195,0.171,0.061,1.384,0.182,3.0
0.039,0.206,0.037,1.927,0.281,2.0
0.127,0.239,0.055,1.417,0.195,8.0
0.3,0.34,0.068,2.071,0.389,8.0
-0.032,0.084,0.021,0.948,0.269,7.0
0.022,0.334,0.033,5.005,0.397,1.0
0.21,0.232,0.06,0.797,0.153,5.0
0.043,-0.047,0.041,0.287,0.114,1.0
0.383,0.064,0.078,0.056,0.038,5.0
0.02,-0.011,0.036,0.352,0.118,8.0
0.116,0.211,0.065,2.517,0.491,3.0
0.574,0.889,0.132,5.381,0.832,10.0
0.127,0.171,0.05,0.252,0.083,5.0
0.46,0.708,0.094,4.501,0.462,4.0
-0.059,0.04,0.019,1.699,0.346,1.0
0.043,0.397,0.03,5.417,0.928,10.0
-0.048,0.025,0.042,1.124,0.32,2.0
0.093,0.063,0.044,0.486,0.18,2.0
0.049,0.184,0.046,1.105,0.305,5.0
0.006,-0.016,0.027,0.334,0.165,7.0
-0.009,0.051,0.027,0.963,0.284,3.0
0.067,0.163,0.042,1.397,0.302,2.0
0.341,0.146,0.086,0.426,0.107,4.0
0.13,0.159,0.052,0.414,0.111,1.0
0.185,0.208,0.057,0.926,0.194,12.0
-0.002,0.067,0.031,0.64,0.195,11.0
0.257,0.338,0.064,1.122,0.186,6.0
-0.027,0.016,0.027,0.521,0.156,3.0
0.537,0.665,0.108,2.965,0.331,9.0
-0.03,0.068,0.031,0.859,0.289,9.0
0.324,0.587,0.078,5.038,0.712,4.0
0.451,0.561,0.09,2.983,0.379,4.0
0.044,0.038,0.04,0.398,0.123,5.0
-0.083,-0.449,0.023,0.08,0.072,10.0
-0.028,0.033,0.032,0.988,0.179,11.0
0.42,0.673,0.104,4.733,0.696,12.0
0.227,0.409,0.059,1.88,0.41,5.0
0.072,0.202,0.048,1.123,0.252,5.0
0.095,0.207,0.055,1.049,0.247,9.0
0.259,0.274,0.072,2.051,0.376,6.0
0.043,0.108,0.038,0.653,0.236,1.0
0.201,0.354,0.062,1.27,0.425,1.0
0.013,0.042,0.029,0.543,0.191,1.0
0.185,0.304,0.061,1.693,0.321,3.0
-0.022,-0.143,0.034,0.217,0.089,6.0
0.113,0.146,0.046,0.408,0.118,1.0
0.266,0.293,0.067,0.834,0.208,10.0
0.027,0.111,0.038,0.894,0.267,6.0
0.246,0.234,0.063,0.86,0.232,2.0
-0.005,-0.041,0.033,0.454,0.269,3.0
0.111,0.277,0.049,2.658,0.444,6.0
0.158,0.316,0.058,1.11,0.282,10.0
-0.098,-0.105,0.005,0.671,0.202,4.0
0.197,0.3,0.067,2.135,0.24,6.0
-0.002,0.027,0.034,0.502,0.236,8.0
0.024,0.057,0.044,0.351,0.146,6.0
0.015,0.141,0.035,1.02,0.252,1.0
0.075,0.183,0.047,0.864,0.212,11.0
0.036,0.075,0.033,0.767,0.257,8.0
0.016,0.186,0.039,1.774,0.292,1.0
0.198,0.614,0.064,12.775,0.796,7.0
0.041,0.203,0.039,1.307,0.331,6.0
0.141,0.167,0.058,0.586,0.162,7.0
0.321,0.573,0.067,4.108,0.553,4.0
-0.038,-0.181,0.028,0.171,0.108,12.0
0.415,0.545,0.079,3.113,0.361,6.0
0.068,0.463,0.049,3.129,0.559,3.0
0.227,0.176,0.063,0.352,0.097,1.0
-0.034,-0.189,0.018,0.353,0.112,9.0
0.033,0.212,0.035,2.412,0.337,10.0
0.268,0.424,0.059,1.411,0.222,6.0
0.018,0.018,0.037,0.763,0.391,9.0
0.171,0.278,0.055,1.16,0.272,2.0
0.031,0.044,0.039,0.66,0.142,10.0
-0.077,-0.122,0.016,0.437,0.217,11.0
-0.042,0.077,0.03,1.663,0.295,3.0
-0.029,0.081,0.028,0.971,0.226,8.0
0.194,0.31,0.053,2.058,0.392,9.0
0.067,0.146,0.046,0.783,0.204,10.0
0.41,0.622,0.089,2.237,0.413,5.0
0.327,0.438,0.07,2.179,0.382,6.0
-0.019,0.175,0.03,2.56,0.4,8.0
0.022,0.124,0.032,1.296,0.303,2.0
0.046,-0.141,0.041,0.116,0.094,6.0
0.168,0.141,0.062,0.41,0.16,10.0
-0.093,-0.277,0.013,0.368,0.157,5.0
